itemID,Tongan Word,Dictionary Page,Number of Letters,Number of Phonemes,Number of Moras,Part of Speech,Meaning in English,Number of Participants,Reaction Time,Accuracy
1224,hinehina,109,8,8,4,adjective/verb, (adj/v) white,24,539,0.96
1225,hingoa,109,6,5,3,noun, (n) name,23,590,0.96
1226,hisitōlia,109,9,10,6,noun, (n) history,24,532,1.00
1227,hiva,109,4,4,2,verb, (v) to sing,29,582,0.93
1228,hiva kakala,109,10,10,5,noun, (n) love song,23,646,1.00
1229,hiva ngūngū,109,10,10,6,verb, (v) to hum,32,495,1.00
1230,hivaʻi,109,6,6,3,verb, (v) to sing or to proclaim in song,24,519,1.00
1231,hivangofulu,109,11,10,5,numeral, (num) ninety (90),26,617,1.00
1232,ho,109,2,2,1,pronoun, (pron) your (singular),24,701,0.75
1233,hoa,109,3,3,2,noun," (n) mate, partner, counterpart; spouse; pair",29,516,0.97
1234,hoha‘a,110,6,6,3,verb," (v) to worry, to be anxious or uneasy or troubled in mind; to make a fuss",24,476,1.00
1235,hoha‘a‘ia,110,9,9,5,verb, (v) to be worried,32,586,0.91
1236,hōhō,110,4,6,4,verb," (v) to breathe hard with the mouth open, to pant",24,480,1.00
1237,hohoko,110,6,6,3,verb," (v) to be consecutive or successive, to be or occur or continue in unbroken succession",24,565,1.00
1238,hōifua,110,6,7,5,verb, (v) to feel fresh and comfortable,26,583,1.00
1239,hoihoifua,110,9,9,6,adjective/verb, (adj/v) beautiful and well- proportioned,24,610,0.92
1240,hoka,110,4,4,2,verb," (v) to ram; jab, poke, or strike with the tip of a rod; to stab; to harpoon (whales); to husk (coconuts)",29,616,1.00
1241,hoka‘anga niu,110,12,11,6,noun, (n) place where coconuts are husked,24,777,1.00
1242,hoko,110,4,4,2,noun," (n) joint, junction; continuation",32,531,0.94
1243,hoku,110,4,4,2,pronoun, (pron) my,24,496,1.00
1244,hola,110,4,4,2,noun, (n) fleeing; or a stowaway,24,606,0.96
1245,Holani,110,6,6,3,noun, (n) Holland,26,564,0.96
1246,hole,110,4,4,2,verb, (v) to wear or carry something thrown over the shoulder,24,625,0.79
1247,holi,110,4,4,2,verb," (v) to want, desire, crave, wish for, lust or long for",29,489,0.97
1248,holisi,110,6,6,3,noun, (n) wall (of a building),24,497,1.00
1249,holo,110,4,4,2,noun," (n) hall, passage",32,540,0.97
1250,holo‘i,110,6,6,3,verb, (v) to wipe up or wipe off,24,551,1.00
1251,holoholo,110,8,8,4,noun, (n) handkerchief,26,518,1.00
1252,holoholo‘anga,110,13,12,6,noun," (n) door mat, mat for wiping one’s feet on",24,569,1.00
1253,holoki,110,6,6,3,verb," (v) to pull down, demolish",29,510,0.97
1254,holomui,110,7,7,4,verb," (v) to go backwards, to retrogress; (of an army) to fall back, retreat, retire, or withdraw",23,702,0.96
1255,homau,110,5,5,3,pronoun, (pron) ours (plural),32,648,0.91
1256,homo,110,4,4,2,pronoun, (pron) your (dual),24,562,0.96
1257,homohomo,110,8,8,4,verb," (v) to be loose, inclined to slip out",23,573,1.00
1258,homou,110,5,5,3,pronoun, (pron) your (more than two persons),26,568,0.85
1259,hona,110,4,4,2,pronoun, (pron) their (two persons),24,567,0.96
1260,honau,110,5,5,3,pronoun," (pron) their, theirs (more than two persons)",29,604,0.79
1261,hongofulu,110,9,8,4,numeral, (num) ten (10),24,517,1.00
1262,hono,110,4,4,2,pronoun," (pron) his, her, its",24,502,0.96
1263,hoʻatā,111,6,7,4,noun," (n) noon, midday, middle of the day",26,472,0.92
1264,hoʻo,111,4,4,2,pronoun, (pron) your (singular),24,595,1.00
1265,hoʻoku,111,6,6,3,pronoun," (pron) my, mine",29,525,1.00
1266,hoʻomaua,111,8,8,5,pronoun," (pron) our, ours (dual)",24,562,1.00
1267,hoʻomautolu,111,11,11,6,pronoun," (pron) our, ours (plural)",32,503,1.00
1268,hoʻomo,111,6,6,3,pronoun, (pron) your (dual),24,544,1.00
1269,hoʻomou,111,7,7,4,pronoun, (pron) your (plural),24,576,1.00
1270,hoʻomoua,111,8,8,5,pronoun," (pron) your, yours (dual)",26,530,0.96
1271,hoʻona,111,6,6,3,pronoun," (pron) his, her, its",24,564,0.96
1272,hoʻonaua,111,8,8,5,pronoun," (pron) their, theirs (dual)",29,558,1.00
1273,hoʻonautolu,111,11,11,6,pronoun," (pron) their, theirs (plural)",24,578,0.92
1274,hoosi,111,5,5,3,noun," (n) horse, mare",32,511,0.94
1275,hoʻota,111,6,6,3,pronoun," (pron) one's, my, mine",24,548,1.00
1276,hoʻotaua,111,8,8,5,pronoun," (pron) our, ours (dual)",26,635,1.00
1277,hoʻotautolu,111,11,11,6,pronoun," (pron) our, ours (plural)",24,531,1.00
1278,hoʻou,111,5,5,3,pronoun," (pron) your, yours (singular)",29,542,0.86
1279,hopa,111,4,4,2,noun," (n) plantain with firm yellow flesh, short, thick, blunt-ended",24,582,0.96
1280,hopo,111,4,4,2,verb," (v) to go to court, litigate",24,489,1.00
1281,hopoʻanga laʻā,111,13,13,7,noun," (n) place where the sun rises, east",24,584,0.96
1282,hopoate,111,7,7,4,noun, (n) slave; person captured in war and made into a slave,26,635,0.85
1283,hopohopo,111,8,8,4,verb, (v) to keep on jumping or skipping,24,623,1.00
1284,hopoki,111,6,6,3,verb," (v) to go on board (a boat) as the first person to do so, and so to declare it ready for service",29,593,0.90
1285,hosana,111,6,6,3,interjection, (interj) hosanna,24,628,0.88
1286,hota,111,4,4,2,pronoun, (pron) our (dual),32,549,0.91
1287,hotau,111,5,5,3,pronoun, (pron) our (plural),24,619,0.75
1288,hoto,111,4,4,2,pronoun," (pron) one's, my",24,523,0.92
1289,hou,111,3,3,2,verb," (v) (of the sea) to be agitated, rough - referring to water and wind at the same time; (of ones mind) to be agitated, upset, troubled, in turmoil; of one’s stomach, to be upset, qualmish, nauseated",26,667,0.81
1290,houa,111,4,4,3,noun, (n) hour,24,615,1.00
1291,houʻeiki,111,8,8,5,noun, (n) chiefs,29,477,1.00
1292,houhau,111,6,6,4,verb, (v) regal for angry,24,755,1.00
1293,hounga,111,6,5,3,verb," (v) to be a cause of gratitude to, to be appreciated by",32,582,0.91
1294,hū,111,2,3,2,verb," (v) to enter, to go in; to pass through an entrance",24,487,0.88
1295,hua,111,3,3,2,verb," (v) (of pigs) to root in the earth, to turn over the earth with the snout",24,590,0.92
1296,hua‘i,111,5,5,3,verb," (v) to pour out, empty out, throw out or away, spill",26,512,0.92
1297,huafa,111,5,5,3,noun, (n) name (of king or queen),24,592,1.00
1298,huelo,111,5,5,3,verb," (v) ray, beam or shaft (of light)",23,682,0.83
1299,hūfaki,111,6,7,4,verb, (v) to intercede for (in prayer),31,519,1.00
1300,hūfanga,111,7,7,4,noun, (n) refuge,24,572,0.88
1301,hūfia,111,5,6,4,verb," (v) to make intercession or supplication for, to pray for",24,463,0.92
1302,huhu,111,4,4,2,noun, (n) breast; udder,26,519,1.00
1303,huhua,111,5,5,3,verb, (v) to pour out roughly or forcibly or without care,24,614,0.92
1304,huhulu,111,6,6,3,verb," (v) to be luminous, to shine or be radiant (of a lamp, the moon etc.) ",29,553,0.97
1305,hū mai,112,5,6,4,verb, (v) to come in or out (this way),24,493,0.96
1306,hu‘a,112,4,4,2,noun, (n) the incoming tide,32,421,0.97
1307,hu‘akau,112,7,7,4,noun, (n) cow’s milk; milk,24,514,1.00
1308,hū‘anga,112,7,7,4,noun," (n) entrance, place of entry",24,521,0.96
1309,hu‘u,112,4,4,2,verb," (v) to have one’s head to or towards; or to head for (350) interesting, to like",25,507,1.00
1310,huhu toto,112,8,8,4,verb, (v) to give or receive blood transfusion,24,599,1.00
1311,huhuʻa,112,6,6,3,noun," (n) juice, or any juice-like ligiid",29,506,1.00
1312,huhuʻi,112,6,6,3,verb, (v) to prick,24,479,1.00
1313,huhunu,112,6,6,3,noun/verb, (n/v) chicken pox,32,549,0.94
1314,hui,112,3,3,2,adjective, (adj) (of a fish) bony,24,539,0.92
1315,hui-lalanga,112,10,9,5,noun," (n) knitting needle, crochet needle; or darning needle",24,809,1.00
1316,hui-palalulu,112,11,11,6,noun, (n) ribs,26,557,0.96
1317,hui-tuʻa,112,7,7,4,noun, (n) backbone,24,565,1.00
1318,hui-tuitui,112,9,9,6,noun, (n) sewing needle,29,584,1.00
1319,huka,112,4,4,2,noun, (n) hook,24,638,0.92
1320,hukaʻi,112,6,6,3,verb, (v) to hook,32,626,1.00
1321,huke,112,4,4,2,verb," (v) to lift the edge of (a mat, sheet, etc.); to draw back, turn back, fold back (curtain or screen); to hold up, tuck up, turn up, or roll up (dress or sleeve); to open (a book), to turn to (a page); to rummage about in (a box or its contents)",24,702,1.00
1322,hulohula,112,8,8,4,noun," (n) dance, ball",24,593,0.96
1323,hulu,112,4,4,2,verb," (v) to show a light, or to give light",26,549,1.00
1324,hulu‘i,112,6,6,3,verb," (v) to flash, to give light with; or to throw light on",24,497,1.00
1325,humu,112,4,4,2,verb, (v) to stumble and fall,29,558,0.93
1326,hunuki,112,6,6,3,noun," (n) stake, peg, in the ground",24,554,1.00
1327,huo,112,3,3,2,verb," (v) to hoe, to clear of grass or weeds (with a spade or hoe)",32,568,0.72
1328,huo-kauvao,112,9,9,6,noun, (n) sharpened stick used for husking coconuts or for digging,24,642,0.92
1329,husepāniti,112,10,11,6,noun, (n) husband,24,627,0.92
1330,huufi,112,5,5,3,verb, (v) to officially open (a building),26,563,0.92
1331,ī,112,1,2,2,noun, (n) fan,24,527,0.88
1332,ia,112,2,2,2,pronoun," (pron) him, he, her, she, it or (of inanimate objects) them, they",29,552,0.86
1333,ifi,112,3,3,2,verb," (v) to blow with the mouth; to blow or blow into or play (a whistle or wind instrument); to blow up, inflate",31,560,0.97
1334,ifi pula,112,7,7,4,noun, (n) to blow bubbles,24,539,0.96
1335,ifo,112,3,3,2,adjective/verb, (adj/v) tasty; interesting,24,545,1.00
1336,ifo‘ia,112,6,6,4,noun, (n) to find tasty or pleasant or,26,523,1.00
1337,ihu,112,3,3,2,noun, (n) nose; trunk (elephant's),24,719,0.83
1338,ihu-pe‘e,112,7,7,4,noun, (n) mucus in the nose or running from the nose,29,522,1.00
1339,iiki,112,4,4,3,adjective/verb," (adj/v) small, sometimes it means younger (dual & plural of si‘i)",24,554,0.96
1340,ika,112,3,3,2,noun, (n) fish,31,534,0.97
1341,iku,112,3,3,2,verb," (v) to end, terminate, culminate; issue, result, finish up",24,504,0.92
1342,ikuna,112,5,5,3,noun, (n) victory,24,789,0.96
1343,iku‘anga,112,8,7,4,noun," (n) end, ending, what it leads to, culmination, issue, final result or outcome",26,521,1.00
1344,ilifia,113,6,6,4,verb," (v) to be afraid, to feel frightened",24,523,0.96
1345,inu,113,3,3,2,noun, (n) drinking,29,674,0.83
1346,ipu,113,3,3,2,noun," (n) cup, drinking glass",24,774,0.71
1347,ivi,113,3,3,2,noun," (n) power, ability; influence",31,604,0.94
1348,ka,113,2,2,1,conjunction," (conj) and, whereupon; while, whereas; but, but instead, however whereas; but, but instead, however",24,587,0.75
1349,kā,113,2,3,2,noun," (n) car, motor-car",24,559,1.00
1350,ka ha‘u,113,6,6,3,adjective, (adj) which will come,26,561,0.92
1351,kae,113,3,3,2,conjunction, (conj) but,24,655,0.96
1352,kae ‘oua ke,113,9,9,6,conjunction, (conj) until; unless,29,590,1.00
1353,kafa,113,4,4,2,noun, (n) sennit (string or rope make of coconut fibre),24,574,1.00
1354,kafu,113,4,4,2,noun, (n) sheet or blanket or rug used to cover oneself,32,506,1.00
1355,kahoa,113,5,5,3,verb," (v) to wear, or have on a necklace or garland",24,631,0.92
1356,kahokaho,113,8,8,4,noun, (n) a kind of yam,24,560,0.92
1357,kahoki,113,6,6,3,noun, (n) (roof) rafters; (wheel) spokes; (umbrella) ribs,26,595,1.00
1358,kai,113,3,3,2,noun," (n) eating, meal; food",23,543,1.00
1359,kaiha‘a,113,7,7,4,verb, (v) to steal,29,463,1.00
1360,kaiha‘asi,113,9,9,5,verb, (v) to steal,23,552,0.96
1361,kaikai,113,6,6,4,verb," (v) to eat, feed (of animals) medicine",32,500,1.00
1362,kaila,113,5,5,3,verb," (v) to call out, to shout or scream",24,517,1.00
1363,kailao,113,6,6,4,noun, (n) kind of war dance in which clubs are thrown up with a quick twisting motion,24,799,0.92
1364,kaime‘akai,113,10,10,6,noun, (n) feast; picnic,26,604,1.00
1365,kāinga,113,6,6,4,noun," (n) relation, relative",24,579,0.96
1366,kaipō,113,5,6,4,verb," (v) to eat on the sly, to eat surreptitiously",29,526,1.00
1367,kaitunu,113,7,7,4,noun," (n) small meal hastily prepared, cooked snack (often barbecued)",24,571,0.92
1368,kaivao,113,6,6,4,adjective," (adj) wild, living in the wilds, (of animals) not domesticated, (of people) not civilized, savage",32,599,0.91
1369,kaka,113,4,4,2,verb," (v) to climb (of persons, animals, or plants)",24,547,1.00
1370,kākā,113,4,6,4,adjective," (adj) fraudulent, deceitful, cheating —",24,461,1.00
1371,kākaaʻi,113,7,8,5,verb," (v) to act deceitfully towards, to cheat, deceive, defraud, swindle, play a trick on",26,541,1.00
1372,kakaha,113,6,6,3,verb," (v) to glow with heat, to be red-hot; (of anger) to flare up, to be or become fierce or hot; (manner of rule of person in authority) very severe, very hard, fierce, tyrannical, overbearing",24,662,1.00
1373,kakai,113,5,5,3,noun, (n) people ,29,525,0.97
1374,ka ne,114,4,4,2,conjunction," (conj) if..... were, if..... had (referring to a supposition)",24,632,0.75
1375,kakai,114,5,5,3,verb," (v) to be peopled, inhabited, occupied; to be attended by people",32,502,0.97
1376,kakala,114,6,6,3,noun," (n) sweet-smelling flowers, or trees or plants bearing sweet- smelling flowers; (poetical) girl, maiden",24,504,1.00
1377,kakano,114,6,6,3,noun, (n) flesh; muscle; contents or substance,24,581,0.92
1378,kakapu,114,6,6,3,noun," (n) thick mist, fog",26,608,0.88
1379,kakato,114,6,6,3,adjective/verb," (adj/v) complete, entire, full, whole",24,574,1.00
1380,kakau,114,5,5,3,verb, (v) to swim,29,528,1.00
1381,kalafi,114,6,6,3,noun, (n) graph,23,585,1.00
1382,Kalaisi,114,7,7,4,noun, (n) Christ,32,517,0.97
1383,kalake,114,6,6,3,noun, (n) clerk,24,648,0.75
1384,kalama,114,6,6,3,noun, (n) grammar,24,621,0.96
1385,kalamafoni,114,10,10,5,noun," (n) gramophone, gramophone record",26,685,1.00
1386,kalanga,114,7,6,3,verb," (v) to shout, to speak at the top of one’s voice",24,686,1.00
1387,kālani,114,6,7,4,noun, (n) gallon,29,649,0.97
1388,kalapa,114,6,6,3,noun, (n) clubs (in cards),24,575,0.92
1389,kalapu,114,6,6,3,noun, (n) club (society),32,554,0.97
1390,kalasi,114,6,6,3,noun," (n) class (as school); class (in general), group, kind, species",24,554,1.00
1391,kalasini,114,8,8,4,noun, (n) kerosene,24,625,0.96
1392,kalauni,114,7,7,4,noun, (n) crown,26,534,0.96
1393,kale,114,4,4,2,noun," (n) curry, or curry-powder",24,561,0.92
1394,Kalevale,114,8,8,4,noun, (n) Calvary.,29,663,1.00
1395,kali,114,4,4,2,noun, (n) native wooden pillow or headrest (carved with two short legs),24,581,1.00
1396,Kalisi,114,6,6,3,noun, (n) Greece,32,541,1.00
1397,Kalisitiane,114,11,11,6,adjective/noun, (adj/n) Christian,24,592,0.79
1398,kalokalo,114,8,8,4,verb," (v) to wag the head, to move or turn the head from side to side",24,573,0.96
1399,kalokataile,114,11,11,6,noun, (n) crocodile,26,859,0.92
1400,kaloni,114,6,6,3,noun, (n) perfume (eau-de-Cologne),23,594,1.00
1401,kalosipani,114,10,10,5,noun, (n) frangipani tree,29,772,0.86
1402,kāloti,114,6,7,4,noun, (n) carrot,24,502,1.00
1403,kālou,114,5,6,4,verb, (v) to bark,32,570,1.00
1404,kalusefai ,114,9,9,5,verb, (v) to crucify ,24,700,0.71
1405,kamata,114,6,6,3,verb," (v) to begin; to open (a meeting, or a bank account)",26,650,0.96
1406,kamataʻanga,114,11,10,5,noun, (n) beginning,23,495,1.00
1407,kāmeli,114,6,7,4,noun, (n) camel,29,520,0.97
1408,kamosi,114,6,6,3,verb," (v) to beckon to, to attract or try to attract the attention of; to nudge; to switch on or off (electric current)",24,614,0.88
1409,Kānata,114,6,7,4,noun, (n) Canada,31,498,1.00
1410,kane,114,4,4,2,noun, (n) bucket,24,572,0.75
1411,kānita,114,6,7,4,noun, (n) counter (in a shop),24,616,1.00
1412,kano‘imata,114,10,10,5,noun, (n) eyeball,26,558,1.00
1413,kanokano,114,8,8,4,adverb/noun," (adv/n) alto, contralto",24,553,1.00
1414,kanomate,114,8,8,4,noun, (n) meat,29,602,0.72
1415,kapa,114,4,4,2,noun," (n) sheet metal, can or basin, tin container",23,626,1.00
1416,kapakau,114,7,7,4,verb," (v) to have wings, winged",32,599,1.00
1417,kāpasa,114,6,7,4,noun, (n) compass (instrument for showing directions),24,586,0.92
1418,kapau,114,5,5,3,conjunction, (conj) if,24,590,1.00
1419,kapekape,114,8,8,4,verb, (v) to swear continually or habitually,26,594,0.92
1420,kāpeti,114,6,7,4,noun, (n) carpet,24,637,1.00
1421,kapineti,114,8,8,4,noun, (n) cabinet,29,612,0.90
1422,kāpisi,114,6,7,4,noun, (n) cabbage,24,591,1.00
1423,kāpiteni,114,8,9,5,noun, (n) captain,32,517,0.97
1424,kasa,114,4,4,2,noun, (n) gas; gas light; benzine lamp; electric light; electric torch,24,579,0.96
1425,kāsele,114,6,7,4,noun," (n) latrine, privy, lavatory",24,591,0.92
1426,kasitati,114,8,8,4,noun, (n) custard,26,692,0.81
1427,kata,114,4,4,2,verb, (v) to laugh,24,579,1.00
1428,katakata,114,8,8,4,verb, (v) to smile or to laugh gently,29,610,1.00
1429,kātaki,114,6,7,4,noun," (n) endurance, enduring, patience",24,520,1.00
1430,ka‘ate,115,6,6,3,noun," (n) guard, sentry",31,525,1.00
1431,kataʻi,115,6,6,3,verb, (v) to laugh at,24,520,1.00
1432,kati,115,4,4,2,verb, (v) to shuffle (cards),24,545,0.96
1433,kato,115,4,4,2,noun, (n) basket; suitcase; pouch; pocket,26,524,1.00
1434,kātoa,115,5,6,4,adjective/verb," (adj/v) all, whole, complete",24,535,1.00
1435,kātoanga,115,8,8,5,noun," (n) festival, public festivity or celebration",29,568,0.97
1436,Katolika,115,8,8,4,adjective/noun, (adj/n) (Roman) Catholic,24,603,0.96
1437,kau,115,3,3,2,noun," (n) stalk, stem, something resembling a stalk or stem; handle",31,638,0.94
1438,kau ki,115,5,5,3,verb," (v) belonging to, about, concerning",24,611,0.96
1439,kauhala,115,7,7,4,noun," (n) side of road, shoulder of the road",24,518,1.00
1440,kaukau,115,6,6,4,verb, (v) to have a bath or bathe,26,505,1.00
1441,kaukau‘i,115,8,8,5,verb, (v) to give a bath to or bathe,24,564,1.00
1442,kaukaua,115,7,7,5,adjective/verb," (adj/v) strong; burly, sturdy, or robust",29,614,1.00
1443,kaumeʻa,115,7,7,4,noun, (n) friend; friendship,24,560,0.96
1444,kaungāʻapi,115,10,10,6,verb, (v) to be neighbours,32,469,1.00
1445,kaungao,115,7,6,4,noun, (n) row of back teeth; jaw,24,755,0.75
1446,kautaha,115,7,7,4,noun," (n) union, association, company, firm, club, society, league, alliance, organization",24,591,1.00
1447,kaute,115,5,5,3,noun, (n) hibiscus,26,603,0.85
1448,kauva‘e,115,7,7,4,noun," (n) the leg (including foot) from the knee downwards, shank",24,610,1.00
